,book_id,elo,original_title
9284,16136599,1431.5137859087533,Redeemed
7815,17163514,1431.470739541292,The Rose and the Thorn
4520,51078,1431.1655525984536,"Batman: Knightfall, Part One: Broken Bat"
8080,190999,1430.9267086416241,Way Station
6743,239105,1430.9071321645663,The Silent Blade (Paths of Darkness #1)
2284,13813,1430.5629399522759,A Darkness at Sethanon 
6382,34310,1430.4124398727536,The Glass Lake
6379,66683,1430.1741662576321,The Thousand Orcs (Hunter's Blades #1)
720,17571564,1430.0113730956946,
5633,7054123,1430.0056874465931,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York
7810,20883847,1429.9926863500677,The Autumn Republic 
8188,9654,1429.9783404356845,Fear of Flying
8390,9915707,1429.8846347629737,Endure
1355,3428935,1429.644356623466,The Painted Man
7695,821000,1429.4611680493238,Now We Are Six
5603,38855,1429.4064652400307,Confederates in the Attic: Dispatches from the Unfinished Civil War
2540,1335184,1429.3295670784667,Peter Pan (Little Golden Book)
8197,22693231,1429.3104298562282,The Bone Tree
2482,16033902,1429.2213024315226,Rush
5098,34503,1429.2132512554485,The Last Hero
3219,3165162,1429.0734309996606,Percy Jackson and the Olympians Boxed Set
6304,1107001,1429.0077063106044,"The Silver Palate Cookbook: Delicious Recipes, Menus, Tips, Lore From Manhattan's Celebrated  Gourmet  Food Shop."
6065,1627,1428.97968349131,Brokeback Mountain
6611,29036,1428.9783864735691,The Great Influenza: The Epic Story of the Deadliest Plague in History
3438,89716,1428.831669229598,Al Capone Does My Shirts
1266,40331,1428.733408114584,To the Nines
1090,85379,1428.6142897644363,Cruel & Unusual
1669,104189,1428.571051355894,Same Kind of Different as Me
1603,270805,1428.4984544958324,Impulse
335,13137,1428.4304983376194,1st To Die
4565,771332,1428.409324366008,With The Old Breed: At Peleliu And Okinawa
2452,149302,1428.4072001839331,Silverthorn
8802,12598982,1428.3880858024847,Afterwards
1343,6516450,1428.387306949489,What the Dog Saw and Other Adventures
4334,5556466,1428.3770938354996,The Last Child
9207,22040598,1428.3737360545385,The Sculptor
4528,13554713,1428.2538253764776,Grimm Tales for Young and Old
4564,34534,1428.0776110473487,The Amazing Maurice and His Educated Rodents 
2771,25893693,1428.0044481393331,Lilac Girls
7988,20878809,1427.9055012608408,The Julian chapter
1487,460548,1427.879849535174,"Go, Dog. Go!"
1382,15779,1427.7287620500056,
4436,25010281,1427.6974623691808,The Crossing
7029,239109,1427.6845163566627,The Lone Drow
1231,6425,1427.6485953044369,Hard Eight
1225,6424,1427.5025732631611,Seven Up
3577,104089,1427.4545189603612,Tigana
1066,6422,1427.4191833427226,Four to Score 
1180,6423,1427.4088204864945,High Five
1150,6858,1427.3653296965447,Hot Six
6020,8725,1427.1992784810916,Comfort Me with Apples: More Adventures at the Table
9943,16158498,1427.182747954333,Give and Take: A Revolutionary Approach to Success
998,37741,1427.127357705365,Tales of a Fourth Grade Nothing
7273,1307,1427.0819684419937,Fire Sea
7243,13109291,1426.971916351223,Blood of Dragons
1440,5084,1426.96989117163,My Life in France
1192,439173,1426.8939556681134,Frindle
8653,587638,1426.7744999295517,Gentlemen of the Road
9169,241969,1426.6974593205405,"Between, Georgia"
6454,112200,1426.6821068487245,Selected Poems of Emily Dickinson
2175,7788,1426.610675069394,The Cat in the Hat and Other Dr. Seuss Favorites
5775,18295858,1426.4995087346647,Frog Music
2029,64854,1426.40459510791,"""M"" is for Malice"
6750,285500,1426.2063380650673,The Declaration of Independence and The Constitution of the United States 
8366,9526,1426.1367252146624,
7236,18114057,1426.1335996449009,Influx
995,6854,1425.9681661778457,Three to Get Deadly
830,1295102,1425.8258190876127,Lock and Key
4588,7945049,1425.5659952290232,Bury Your Dead
574,7669,1425.4832335946328,Timeline
911,6427,1425.3712928519558,Two for the Dough
921,231604,1425.2363643572796,Déjà Dead
6101,17491,1425.0831449486593,The Enchanted Wood
6308,17608111,1425.006013203429,The Crimson Campaign
5890,20800147,1424.9515772494644,Hope to Die
626,125507,1424.8070938802946,The True Story of the Three Little Pigs
7505,18878,1424.7875379194784,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit
3818,8138071,1424.779612074734,Pale Demon
7839,759960,1424.7770879573993,Rumble Fish
745,127455,1424.6703976026135,The Lies of Locke Lamora
4337,52258,1424.5347943499594,The Price of Salt
7634,834378,1424.3774948207706,A Pocket Full of Rye
5129,969177,1424.3261095585367,Ayat-ayat Cinta
6490,29340182,1424.2933986978296,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice"
3076,732562,1424.2718954562197,The Rime of the Ancient Mariner
9221,71984,1424.0640077482853,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001"
5413,147843,1424.0407570955267,Green Rider
2504,356896,1423.854676192787,The Greatest Salesman in the World
3405,18402,1423.7566003655725,The Dante Club
3298,15990489,1423.730724547787,A Week in Winter
6997,38723,1423.6775891018174,The Feminine Mystique
9890,1365225,1423.6260426222368,Las batallas en el desierto
5971,20413,1423.519837073508,A Child's Garden of Verses
5204,6277410,1423.459016259018,The Stonekeeper's Curse
7559,27883214,1423.2823747928048,Caraval
4805,478951,1423.280790652337,The Bonehunters
2348,15814872,1423.272200006222,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden
4142,18298225,1423.1196284202201,On the Fence
9524,400881,1423.110355868991,Shadows Linger
7334,845403,1422.9958841824377,Mufaro's Beautiful Daughters: An African Tale
7232,769016,1422.9531012700802,How to Talk So Teens Will Listen and Listen So Teens Will Talk
9866,90420,1422.8958311479892,Copper Sun
4962,67931,1422.8701799409155,The Analyst
4199,6437061,1422.8308788323657,The Hundred Thousand Kingdoms
3519,47559,1422.7871551391981,Amphigorey
3770,140671,1422.3795907532513,The Black Company
3635,2479827,1422.3385515610187,"Eragon, Eldest & Brisingr (Inheritance, #1-3)"
1699,15811545,1422.058494624375,A Tale for the Time Being
8158,103111,1422.0323154025511,
5167,239103,1422.02326047859,Siege of Darkness
3410,6261522,1421.8281794327177,The Body Finder
8054,94807,1421.7008398761861,Frog And Toad Book Set: Frog And Toad Are Friends; Frog And Toad Together; Days With Frog And Toad; Frog And Toad All Year
9569,16170625,1421.6902052788676,??????????
7672,21412360,1421.5344691308533,Nora Webster
5847,16043804,1421.3770891163422,The Crown Tower
8969,61915,1421.3664211860953,Falling Free
7610,28351,1421.0870597579708,And to Think That I Saw It on Mulberry Street
3757,76658,1421.0425256504154,On a Pale Horse
4634,13366259,1420.9682850188885,The Yellow Birds
8208,4653511,1420.9529090668718,???? ?? ?????
4913,239102,1420.8177851045264,Starless Night (Legacy of the Drow #2)
8922,126583,1420.8135041722796,Appointment in Samarra
9800,82817,1420.6716035328614,Zoya
8963,4059448,1420.3047902244277,A. Lincoln: A Biography
2906,773276,1420.290054106926,"Good Night, Gorilla"
5517,231585,1420.2027545133858,Small Sacrifices: A True Story of Passion and Murder
6836,17332207,1420.1981670959883,Someone
4256,227454,1420.165723049872,The Legacy
9011,18906484,1420.1451608825962,
6715,80672,1419.9354044916568,Double Fudge
4323,16140408,1419.8789117765184,Down London Road
3269,18170143,1419.7553760833628,An Astronaut’s Guide to Life on Earth
3524,16113737,1419.7438875289367,?????????????????????????????????
2282,7778981,1419.722130459054,Halo
4269,243685,1419.6063577745113,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day
4995,545951,1419.437712306728,Death Comes for the Archbishop
3724,10790277,1419.0901840939514,Rise of Empire
3797,11100431,1419.047095160798,Heir of Novron
6095,16188,1418.9056376552194,Wideacre
8699,1275105,1418.842338233084,A Charlie Brown Christmas 
6977,609035,1418.6592482355263,Foxe's Book of Martyrs
3534,53022,1418.6447874639796,The Collected Poems of W.B. Yeats
6266,85491,1418.6377347091297,The Villa
2780,49221,1418.5618005408048,A Grief Observed
4935,107195,1418.3877039431254,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship
7380,17831619,1418.3785527105968,
8767,892295,1418.3000355995025,The Annotated Sherlock Holmes
3927,21031,1418.0045383788618,When Nietzsche Wept: A Novel of Obsession
3099,322351,1417.9521339033126,How to Eat Fried Worms
7277,3276637,1417.8139691958675,Bones of the Hills
2372,21718,1417.468261190772,Blindsighted
783,10929,1417.3524306675176,For One More Day
8594,20705702,1417.27168766515,Burn For Me
2899,3220405,1417.2602142792816,"Ender in Exile (The Ender Quintet, #2)"
9028,21483760,1417.204499040375,
5741,13927,1417.0590394228234,Son of the Shadows
3048,78250,1416.918297147447,The Teachings of Don Juan: A Yaqui Way of Knowledge
3809,3828382,1416.745322471259,Tribes: We Need You to Lead Us
658,88061,1416.6997169958074,Dreams from My Father
2522,231821,1416.645794504012,The Incredible Journey
3597,597,1416.3567378293774,Killing Yourself to Live: 85% of a True Story
7885,28735,1416.325460475741,By the Sword
3622,13353667,1416.2381279809986,Zoo
4770,5171894,1415.956988302269,
8271,50001,1415.8260984089484,The Complete Guide to Middle-Earth
8923,833550,1415.8117763029095,Each Peach Pear Plum
6114,16096873,1415.7392036658198,Revealed
9497,221298,1415.561985570946,The Gods of War
1068,6402364,1415.4508778152672,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance"
5799,96977,1415.435732801922,Castle Roogna
5022,7135858,1415.3574416209424,
2262,7501962,1415.3382343522105,"Bonhoeffer: Pastor, Martyr, Prophet, Spy"
7819,15433,1415.2055829377666,"Night Mare (Xanth, #6)"
6418,19536001,1415.1907321306785,"Sex Criminals, Volume One: One Weird Trick"
6022,129621,1415.1647497776742,Almost Heaven
6075,330947,1415.1154795992804,The Gates of Rome
6550,76660,1415.0324081646977,With a Tangled Skein
7518,96980,1414.8554815965072,"Centaur Aisle (Xanth, #4)"
7393,45260,1414.825630272499,The Naked God 
7615,1219103,1414.8238663208588,Cinq semaines en ballon
6592,12839,1414.6458704409752,A Separate Reality
1550,29437949,1414.6396692818516,Behind Closed Doors
3988,68418,1414.6205406662887,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)"
4799,32638,1414.4913901540285,The Thief of Always
2876,99110,1414.4038989396395,
9460,65113,1414.378412340982,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)"
5446,13628812,1414.3775487060886,
5219,96081,1414.139086416367,Sea Glass
6347,34760,1414.048295471853,All I Really Need To Know I Learned in Kindergarten
9240,381787,1413.929254124002,"The Work and the Glory, Vol. 3: Truth Will Prevail"
6552,7628,1413.9291085962634,The Good Soldier
6001,76659,1413.717159168565,Bearing an Hourglass
7618,16300,1413.4682765112818,Sleeping Murder
6707,899608,1413.3500632249038,A Fish Out of Water
6004,15447,1413.3347956811178,"The Source of Magic (Xanth, #2)"
2399,92147,1413.3236737705931,Map of Bones
8890,51364,1413.142241093962,Misquoting Jesus: The Story Behind Who Changed the Bible and Why
9003,86524,1413.1126913594233,The Path to Power
6168,48484,1412.9732099665216,Blindsight
5860,16363,1412.8898854897818,Appointment with Death
9450,68099,1412.8089863421899,Death at La Fenice
1439,1255781,1412.662268174972,Have a Little Faith: A True Story
7169,76661,1412.6516399656384,"Being a Green Mother (Incarnations of Immortality, #5)"
9573,4162673,1412.6275379519616,The Private Patient
6391,158516,1412.6217847984517,?????????? ???????
2017,13507212,1412.556713523987,Bring Up the Bodies
3211,298230,1412.526103946114,Agnes Grey
5647,51113,1412.2113042161632,The Samurai's Garden
2670,41977,1412.1676282666892,Circle of Friends
6291,5585788,1412.1424343142744,Skinwalker
4758,54529,1412.0060826129047,Falling Leaves: The Memoir of an Unwanted Chinese Daughter
9842,71867,1411.9637707369532,The Other Side of Dawn
5857,16297,1411.912612373603,Cards on the Table
2494,222458,1411.82241664436,Rules
3590,214332,1411.7597505383421,
9649,337615,1411.6730717627868,Nine Parts of Desire: The Hidden World of Islamic Women
6646,6534132,1411.6358813750521,The Lion & the Mouse
3605,6361871,1411.600742442447,The Pioneer Woman Cooks: Recipes from an Accidental Ranch Wife
8839,349929,1411.598132593452,Passing
3752,10,1411.4236939681673,"Harry Potter Collection (Harry Potter, #1-6)"
7151,625554,1411.2836574842702,"The Work and the Glory, Vol. 1: Pillar of Light"
7499,46676,1410.979639884365,When Bad Things Happen to Good People
4768,98920,1410.9485044615612,Baba ve Piç
4288,79705,1410.774408503769,Apollyon: The Destroyer Is Unleashed
9671,82553,1410.6833510941142,The Night is for Hunting
7404,6672183,1410.6427467994674,Batman & Robin: Batman Reborn
629,16071764,1410.6334526474545,"Lean In: Women, Work, and the Will to Lead"
6972,76667,1410.600847041159,Wielding a Red Sword
6180,77699,1410.4424441075125,Dinner at the Homesick Restaurant
5642,56634,1410.2065651060248,Through Gates of Splendor
8172,176326,1410.1703804904478,The Problem Child
7170,3334563,1410.1691001581517,Inkheart
3645,80642,1410.1352088754484,Garlic and Sapphires: The Secret Life of a Critic in Disguise
9656,22411,1410.12506392869,Invisible Prey
3993,682745,1410.0696396690264,The Basketball Diaries 1963-1966
7851,556629,1410.053562020837,The Holiness of God
8328,7062,1409.7973345391306,Paris to the Moon
3614,15793184,1409.4913948748872,Calling Me Home
4111,789344,1409.4417600111603,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)"
8222,6449422,1409.415850890532,1Q84 Book 2 [Ichi-ky?-hachi-yon]
9009,71869,1409.2876211565895,Burning For Revenge
7882,47697,1409.1946464531568,The Sandman: King of Dreams
7631,20983362,1409.1083038766303,Passenger
3095,673657,1409.016911066785,Guardians of the West
8998,2474084,1408.9988063384658,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit
3491,110694,1408.8627912501454,The Seeress of Kell
2810,189811,1408.665338399673,King of the Murgos
6914,71864,1408.5787092071355,The Dead of the Night
7805,181077,1408.5388435224595,Sadako and the Thousand Paper Cranes
9652,176892,1408.4698851951703,"The Elvenbane (Halfblood Chronicles, #1)"
4984,169871,1408.4681765696669,
4301,2202049,1408.4244062453474,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer"
9870,55019,1408.4005731157865,Black Cherry Blues
1827,330744,1408.0644357343658,??? 1
1309,85301,1407.978018395039,Unaccustomed Earth
3529,371787,1407.8620843992258,Sorceress of Darshiva
8948,32812,1407.8402353336344,Paradiso
429,4929,1407.7398634650524,?????? [Umibe no Kafuka]
1814,5509,1407.732684271306,Anne Frank Remembered
7962,88514,1407.714280742479,Plateforme
4377,15790883,1407.6860512148146,Promise of Blood
4581,32650,1407.5941892671324,The Return of the Native
8357,71870,1407.384819131948,"Darkness, Be My Friend"
7804,71863,1407.25847626499,"The Third Day, The Frost"
5338,1493253,1407.2580673717953,Hunter × Hunter #1
2591,15654,1407.248671758462,The Stranger Beside Me
9377,106124,1407.031541769921,"The Dragonslayer (Bone, #4)"
6413,23647129,1406.986153206922,For the Love: Fighting for Grace in a World of Impossible Standards
6734,6600807,1406.9803939610774,Jealousy
3670,353814,1406.9644969194455,The Charm School
3406,46544,1406.864342551034,The Shelters of Stone
8997,292740,1406.7182250257626,Sleepers
4596,318742,1406.6858742851214,The Souls of Black Folk
5636,159964,1406.652446537327,?????? [Dhammapada]
5716,219919,1406.4916986046258,The Robe
9093,13230263,1406.4142144730936,
6507,102324,1406.3086942994012,"The Saga of the Swamp Thing, Vol 20 - 27"
5702,316558,1406.168572881498,Kabul Beauty School: An American Woman Goes Behind the Veil
1581,48328,1406.1053665507025,Revolutionary Road
834,204042,1405.8255365620623,NARUTO -???- ??? 
8149,22028,1405.7925912083076,Omertà
7928,23731881,1405.544817929459,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination
6631,114308,1405.506099034391,Swimmy 
3917,228261,1405.380817022269,Soul Harvest: The World Takes Sides
8781,22175,1405.3495605766936,Doce cuentos peregrinos
2461,88815,1405.3478392572777,The Reluctant Fundamentalist
9001,402017,1405.3364071916333,The Cake Mix Doctor
8097,1116393,1405.2231642081645,"Innocence Lost (Kingmaker, Kingbreaker, #2)"
3613,27528,1405.149694679346,Nicolae: The Rise of Antichrist
1813,8492768,1404.997189086711,Left Neglected
3285,228258,1404.8091170024993,Tribulation Force: The Continuing Drama of Those Left Behind
815,6101138,1404.808645637659,Wolf Hall
4427,6945530,1404.7837270918697,The Night Eternal
8166,10878,1404.682277177201,The Great Shark Hunt: Strange Tales from a Strange Time
6245,8447255,1404.6645306045973,The Crippled God
9846,20685373,1404.6006308357457,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite"
3985,14595,1404.5781482544978,Please Kill Me: The Uncensored Oral History of Punk
8724,15728721,1404.5054616859459,Two Ravens and One Crow
7163,8356487,1404.4041120819866,Heartless
3434,17349203,1404.3868571870037,"Fortunately, the Milk"
2341,12321,1404.2022252660583,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft
4589,84785,1404.1447879258742,The Overlook
5840,24019,1403.9168978311898,"The New Best Recipe: All-New Edition with 1,000 Recipes"
4348,32507,1403.837735384043,Chasing the Dime
4663,2251306,1403.788051856246,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School"
5450,6765740,1403.629578975547,Perahu Kertas
9991,13616278,1403.2537646343987,The Red Knight
2870,10790290,1403.1545591761144,Theft of Swords
9335,85425,1403.025654332365,Final Jeopardy
9078,450836,1402.9870621165605,"The Work and the Glory, Vol. 2: Like a Fire Burning"
7578,29744,1402.982665738224,"Goodbye, Columbus and Five Short Stories"
7772,23207027,1402.9226663726383,Three Dark Crowns
9109,13170021,1402.885568201743,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon
1785,26245850,1402.7012106356349,Before the Fall
1318,469571,1402.6267875205106,All the Pretty Horses
3439,6723348,1402.5076415031178,The Fall
5932,3181564,1402.362778717366,???????? 
5550,53969,1401.7064178465935,La fiesta del chivo
9297,129327,1401.6135776997357,The Case of Charles Dexter Ward
6006,40470,1401.5724093519468,Cities of the Plain 
5722,56465,1401.5119709126766,The Gift of Fear: and Other Survival Signals That Protect Us from Violence
1175,21671,1401.495590808516,Mystic River
4357,6413193,1401.480358955151,Nine Dragons
8308,539282,1401.4232361672257,Fences (The Century Cycle #6)
7020,34605,1401.4168390521347,The Damnation Game
2642,228630,1401.279043068693,Black Boy: A Record of Youth and Childhood
5559,185253,1401.0973956531247,The Magic of Recluce
9849,17563539,1400.9981486237775,The Egg
1520,7728,1400.9949831305055,????????
942,4136,1400.9486859475842,Holidays on Ice
1348,817791,1400.876661107711,The Blind Side: Evolution of a Game
4271,39542,1400.8642365672888,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
3008,81922,1400.7702835322414,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom
1360,1278752,1400.7250415407343,The Shifting Fog
3903,77391,1400.6764804812758,Anne of Ingleside
7934,13634927,1400.5214077437345,"A Leaf on the Wind of All Hallows (Outlander, #8.5)"
1476,31242,1400.3821473306884,Bleak House
924,16527,1400.3432259919184,Hija de la fortuna
7138,10503124,1400.2663567621141,The Jefferson Key
5345,11437,1400.2626212609994,Where I’m Calling From: The Selected Stories
2061,45162,1400.10704815203,Fingersmith
1433,38296,1400.0447401259637,The Last of the Mohicans: A Narrative of 1757
6070,15843166,1399.7787932728932,
2926,479415,1399.6864732023575,The Horse Whisperer
8394,18246727,1399.6596889622315,Mud Vein
6647,133906,1399.5915093782291,The Collected Poems of Langston Hughes
1153,1301,1399.387494019653,Moneyball: The Art of Winning an Unfair Game
1453,7714,1399.386044420906,Pygmalion
6074,7785207,1399.0418654195078,The Mating
5657,42909,1398.991327195819,Vets Might Fly and Vet in a Spin
5201,4070095,1398.823695622882,Asterios Polyp
5864,38503,1398.7186333781265,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness"
3981,32505,1398.5940236302458,The Closers
5124,223380,1398.552729443284,Stories of Your Life and Others 
766,110737,1398.549906552643,Seabiscuit
1466,4912857,1398.5420672834705,El juego del ángel
1144,5204,1398.2818070707629,We Were the Mulvaneys
5729,45967,1398.116658513983,??? ???
2234,16322,1397.7106322123368,The ABC Murders
1566,5205,1397.7011739236332,A Map of the World
2991,94803,1397.6988683179213,Frog and Toad Together
3964,32502,1397.6885254167642,Angels Flight
6768,17860739,1397.682945324895,S.
1201,60792,1397.586261820545,The Accidental Tourist
967,7968243,1397.5531882984546,Cleopatra: A Life
4474,53639,1397.4701128312554,???? ??? ???????? ??? ????? ??????
3642,175675,1397.2338542534155,Ragtime
2198,89723,1397.203234842165,The Lottery: Adventures of the Demon Lover
6859,375901,1397.1666245085157,Frederick
2224,1857440,1397.0954804900575,John Dies at the End
4554,63461,1396.8891830294076,Terms of Endearment
3466,13495034,1396.767337388405,The Black Box
1690,36529,1396.7182354036538,Narrative of the Life of Frederick Douglass
9387,37296,1396.7113166930878,Night Prey
3365,32501,1396.6451176711614,Echo Park
5275,20257122,1396.6352683124921,"Finding me : A Decade of Darkness, a Life Reclaimed"
4132,217436,1396.498579567257,On Mystic Lake
9733,2025787,1396.4788009323624,Mad Dogs
2892,11082037,1396.385152569835,The Drop
3432,6613956,1396.378016597561,La solitudine dei numeri primi
9726,261083,1396.2727285107976,Heretic
4414,1429082,1396.1951878849156,????????????
3692,9440448,1396.0676120184808,Buried Prey
4795,29254,1396.0550349495259,Be Here Now
7861,276289,1396.0168505125253,De toverspiegel van M.C. Escher
7417,98048,1395.908216305672,The Passion of Artemisia
1784,99300,1395.8967380040115,The Yellow Wallpaper
3869,76867,1395.8626974970664,A Darkness More Than Night
4005,18635622,1395.7982158649613,A Knight of the Seven Kingdoms
5752,22733729,1395.7540961178754,"The Long Way to a Small, Angry Planet"
4277,114166,1395.7004526409362,Devil in Winter 
3733,91760,1395.6845392592413,El diario de Frida Kahlo: Un íntimo autorretrato 
9182,22608582,1395.6367844712845,13 Hours: The Inside Account of What Really Happened In Benghazi
5512,16090981,1395.3863358901006,Thief
8498,22693222,1395.2621915629638,The Residence: Inside the Private World of the White House
6610,95395,1395.1143545216794,"Preacher: Ancient History (Preacher, #4)"
3356,15154,1395.0187580554918,The Collectors
8994,8087,1394.9257103683346,Deerskin
8670,26072609,1394.8599738370315,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss"
9253,68530,1394.8010146749336,Vagabond
2359,23125266,1394.6709921520546,I Let You Go
7986,13497991,1394.6218532746118,The Hydrogen Sonata
9119,533675,1394.4619623641006,Pinocchio (A Little Golden Book)
4619,781182,1394.348879335475,Barbarians at the Gate: The Fall of RJR Nabisco
8942,18213403,1394.3363087365585,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State"
9157,44543,1394.317147330777,Slammerkin
1328,6295,1394.2958389886912,Howl and Other Poems 
3078,163977,1394.1348916801685,Tortilla Flat
5021,4516,1394.1210938023612,Marina
6214,10314376,1394.0935696110896,Il cimitero di Praga
9711,17333174,1394.0608517971177,Magic Binds
3870,80670,1394.0126666923495,Otherwise Known as Sheila the Great
8705,6878614,1394.0088901734212,Storm Prey
8852,168569,1393.9981676591285,Sudden Prey
343,4138,1393.9045166217907,Naked
6330,105973,1393.822036605264,House of M
1884,42607,1393.7283333578296,As You Like It
7786,37303,1393.5668886845906,Silent Prey
2084,6433752,1393.5401839632245,The Lacuna
7212,168571,1393.2181900021906,
3628,23686,1393.1947817116393,"Ranma ½, Volume 1"
8041,2948832,1393.0212088008927,Seduce Me at Sunrise
9709,397867,1392.993744655288,The Rats
9997,77431,1392.9836997220496,The Mauritius Command
249,11387515,1392.9345578666664,Wonder
9847,61899,1392.8811391732725,A Civil Campaign
5211,40168,1392.8318211342948,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are
4498,17456328,1392.8177677367507,The Paris Architect
6692,105760,1392.4536812778745,Zodiac
6329,243298,1391.9959030807804,The Shining Ones
4314,911579,1391.9625268194968,Bread and Jam for Frances
8027,58728,1391.8019328523926,"Verhaaltjes, en gebeurtenissen uit het Achterhuis. Cady's leven"
584,13615,1391.789000518378,????? #1 (Desu N?to) Taikutsu (??)
4320,16158596,1391.5105128175524,Lexicon
6088,545425,1391.3562431602238, ?????? ???????: ??? ?? ?????? ??????? ??? ?????? ???? ?????? ??????? 
5643,15832316,1391.3435951240467,Dirty Red
4536,1591,1390.8484021072559,??????????
4098,1883838,1390.338538743245,The Heroin Diaries: A Year in the Life of a Shattered Rock Star
2944,10762469,1390.1712601210995,The Leftovers
1470,7723542,1389.7761620547951,A Dog's Purpose 
5294,30226,1389.7225024356799,"A Stroke of Midnight (Merry Gentry, #4)"
9480,127567,1389.4890970440817,The Dolphins of Pern
3316,149847,1389.4778850870441,Mort - playtext
461,2784,1389.3856272311666,Ways of Seeing
6064,4005310,1389.0343262807805,Why Evolution Is True
5213,68531,1388.8224806956462,Harlequin
6501,316845,1388.7107718685404,The Sword in the Stone
3709,129619,1388.5284442002473,A Kingdom of Dreams 
8599,1821187,1388.5115951261134,Train Dreams
5762,10577,1388.3751218279865,Roadwork
3806,634407,1388.3413254569891,Knots & Crosses
9725,17934655,1388.266764907717,The Empathy Exams: Essays
3025,56454,1388.2111265774467,Strengths Finder 2.0
6105,57605,1388.1607650557241,Pat the Bunny (Touch and Feel Book)
3301,13928,1388.1073489153516,Daughter of the Forest
8101,25337081,1388.076897123167,Brotherhood in Death
3133,13540215,1388.0379110299177,The Orchardist
8036,752994,1387.9361041955246,Le Misanthrope ou L'Atrabilaire Amoureux
6461,13605723,1387.8931692143706,
7788,70287,1387.802972902529,The Many Lives & Secret Sorrows of Josephine B.
6784,905382,1387.6680068825833,Anne Frank : The Biography
2087,16130291,1387.5413723760992,The Silver Star
1832,348225,1387.490141333314,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories"
8229,12968662,1387.4544186277549,Gold
9014,7831145,1387.4245421485284,
260,480479,1387.4111220502373,Under the Tuscan Sun
4620,20706284,1387.4103273883768,Ancillary Sword
8816,95144,1387.3568708965145,In the Night Kitchen
9817,1350249,1387.3521006936257,
9837,65633,1387.3139972485346,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion"
5731,7640705,1386.8929397337383,The Ring of Solomon
9391,29906980,1386.5798493916218,Lincoln in the Bardo
380,5168,1386.376997575484,Where the Heart Is
8789,66470,1386.360878249368,Chromosome 6
8755,2230284,1386.1804293029265,The Broken Window
5717,1603923,1386.1508806443476,Beauty and the Beast
6764,157055,1385.8823577261755,Once Upon a Marigold
2354,54539,1385.465854085493,Silas Marner: The Weaver of Raveloe
3015,9298,1385.3794279587148,Last Chance Saloon
7948,315578,1385.2799876363629,Orvos voltam Auschwitzban
697,13539044,1385.2002963592251,The Silver Linings Playbook
6358,17488,1385.1547455309492,Five on a Treasure Island 
1649,37677,1385.1529928451835,The Call of the Wild / White Fang
5072,250024,1385.109909229308,The City and the Stars
6223,11873368,1385.0987374306683,
7613,77736,1384.9906241963292,The Short Victorious War
2081,646462,1384.6236720792283,???????? [al-Qur??n]
1369,38990,1384.4853593458845,
5365,2202230,1384.204602722964,Y: The Last Man Vol. 10: Whys And Wherefores
5017,7824997,1384.201716130448,"Theodore Boone, Kid Lawyer"
2749,25051,1384.1593518329353,Mrs. Piggle-Wiggle
1872,16703,1384.0581866040473,The Yiddish Policemen's Union
8571,82991,1383.8886377254732,Grafarþögn
653,7905092,1383.8581188684263,Freedom
7982,215643,1383.6801168384698,Visions of Heat
3562,7801229,1383.6389345245454,The Exiled Queen
6151,9647532,1383.530716672439,Fuzzy Nation
2665,19675,1383.234066902701,Executive Orders
3510,149196,1383.2091709044885,Eva Luna
2273,9370,1383.0637031103806,Skinny Legs and All
5619,12408149,1382.776750211837,A Land More Kind Than Home
2715,67238,1382.658493251265,Dead Poets Society 
2125,2355575,1382.4772718994625,Cry Wolf
